"country","CODE","pop2018","pop2019","pop2020","pop2021","pop2022","pop2023","pop2024","pop2025","pop2026","pop2027","pop2028","pop2029","pop2030","pop2031","pop2032","pop2033","pop2034","pop2035","pop2036","pop2037","pop2038","pop2039","pop2040","pop2041","pop2042","pop2043","pop2044","pop2045","pop2046","pop2047","pop2048","pop2049","pop2050","pop2051","pop2052","pop2053","pop2054","pop2055","pop2056","pop2057","pop2058","pop2059","pop2060","pop2061","pop2062","pop2063","pop2064","pop2065","pop2066","pop2067","pop2068","pop2069","pop2070","Country.code","Continent","endemic","pop2015","HDI","Percent.Urban","urban_dogs_Knoble","rural_dogs_Knoble","total_dogs_Knoble","rural_HDR","urban_HDR","Business.Plan.Phase","cluster","gavi","gavi_2018","prop_urban","p_rabid","p_rabid_n","p_rabid_source","p_rabid_setting","p_seek","p_seek_n","p_receive","p_receive_n","p_complete","p_complete_n","vaccine_paid_by_patient","RIG_usage","RIG_paid_by_patient","ID","ID_prop","tot_dog_pop","dog_pop_setting","cost_first_visit","cost_followup_visit","ID_2015","price_per_vial","price_per_vial_RIG"
"Mexico","MEX",130759074,132328035,133870027,135384210,136869035,138322966,139744251,141131503,142483838,143800923,145082590,146328968,147540127,148715786,149855622,150959640,152027945,153060606,154057506,155018610,155944137,156834427,157689665,158509924,159295037,160044704,160758548,161436237,162077571,162682510,163251082,163783345,164279302,164739025,165162280,165548426,165896569,166206147,166477093,166709750,166904471,167061775,167182207,167266248,167314374,167327186,167305355,167249641,167160826,167039844,166887862,166706162,166496007,"MEX","Americas",1,127017224,0.77,79,13420809,3514821,16935630,7.5,7.5,"II","endemic",FALSE,FALSE,0.79517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,31.812385867681,23.3255716709065,FALSE,26.4317334198801,NA
"Micronesia (Fed. States of)","FSM",106227,106983,107774,108609,109471,110367,111301,112283,113299,114349,115404,116441,117430,118363,119242,120075,120849,121579,122253,122874,123455,123993,124494,124958,125391,125798,126179,126546,126894,127234,127559,127878,128193,128510,128821,129129,129419,129688,129932,130151,130333,130489,130594,130660,130667,130622,130529,130377,130170,129900,129593,129229,128818,"FSM","Oceania",0,104460,0.636,22,3123,5667,8790,14.3,7.5,NA,"free",FALSE,FALSE,0.22481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.77505170872699,2.03496379995318,NA,NA,NA
"Monaco","MCO",38897,39102,39297,39495,39684,39890,40086,40294,40499,40713,40919,41143,41362,41577,41798,42027,42250,42462,42675,42885,43089,43289,43487,43689,43891,44094,44298,44513,44732,44965,45198,45440,45685,45928,46175,46432,46696,46949,47211,47480,47749,48010,48281,48555,48828,49112,49398,49682,49979,50279,50581,50889,51198,"MCO","Europe",0,37731,0.946,100,5805,0,5805,6.5,6.5,NA,"free",FALSE,FALSE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,71.7544709759146,52.5958043792312,FALSE,NA,NA
"Mongolia","MNG",3121772,3166244,3209404,3251146,3291243,3329746,3366713,3402258,3436417,3469237,3500845,3531367,3560959,3589666,3617577,3644860,3671639,3698058,3724192,3750086,3775810,3801444,3827004,3852533,3878009,3903436,3928776,3953993,3979071,4003931,4028415,4052289,4075382,4097631,4119011,4139399,4158677,4176784,4193675,4209378,4223951,4237501,4250134,4261890,4272802,4283032,4292699,4301957,4310875,4319524,4327975,4336331,4344680,"MNG","Asia",1,2959134,0.653,72,284235,57858,342093,14.3,7.5,"II","asia",TRUE,FALSE,0.72823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,8.61449551148989,6.3170666207393,FALSE,NA,NA
"Morocco","MAR",36191805,36635156,37070718,37497502,37913853,38319726,38715278,39100641,39475653,39840140,40194377,40538760,40873592,41198982,41514923,41821531,42118916,42407174,42686376,42956584,43217848,43470212,43713705,43948376,44174242,44391255,44599334,44798428,44988495,45169567,45341733,45505144,45659886,45805999,45943390,46071868,46191168,46301091,46401590,46492706,46574431,46646783,46709789,46763520,46808017,46843318,46869492,46886622,46894856,46894398,46885418,46868159,46842859,"MAR","Africa",1,34377511,0.582,60,976111,1849185,2825295,7.4,21.2,"I","endemic",FALSE,FALSE,0.60685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,3.920355957226,2.87645586428561,FALSE,19.3975065234608,17.7405766511329
"Mozambique","MOZ",30528673,31408823,32309195,33229664,34170326,35131420,36113311,37116198,38139962,39184310,40249062,41333970,42438703,43562982,44706339,45867925,47046694,48241764,49452538,50678580,51919357,53174368,54443113,55725109,57019852,58326750,59645171,60974587,62314434,63664382,65024388,66394596,67774943,69165064,70564323,71972177,73387971,74811033,76240848,77676782,79117963,80563416,82012248,83463708,84917172,86372067,87827896,89284091,90739999,92194876,93647846,95097992,96544446,"MOZ","Africa",1,27977863,0.322,32,425132,2562848,2987979,7.4,21.2,"II","east africa",TRUE,TRUE,0.32508,NA,NA,NA,NA,NA,NA,0.3,156,NA,NA,TRUE,FALSE,NA,FALSE,NA,NA,NA,3.41735779186075,2.50668339634312,FALSE,NA,NA
"Myanmar","MMR",53855735,54336138,54808276,55269360,55718363,56155777,56583190,57001494,57410076,57807267,58191691,58561681,58915869,59253608,59574526,59878046,60163634,60430924,60679668,60909763,61121240,61314273,61489087,61645839,61784917,61907117,62013477,62104926,62181952,62245035,62294981,62332686,62358925,62374238,62379013,62373669,62358529,62333901,62300107,62257417,62205983,62145919,62077306,62000373,61915211,61821691,61719532,61608616,61488992,61360902,61224537,61080194,60928109,"MMR","Asia",1,53897154,0.483,34,2450380,2483867,4934248,14.3,7.5,"II","asia",TRUE,TRUE,0.3465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,4.3403380902079,3.18187375017946,FALSE,23.7221224840704,82.3281670412122
"Namibia","NAM",2587801,2641996,2696537,2751250,2805929,2860593,2915328,2970214,3025227,3080309,3135433,3190562,3245659,3300706,3355713,3410697,3465693,3520740,3575822,3630913,3686025,3741170,3796319,3851464,3906576,3961602,4016467,4071137,4125552,4179673,4233426,4286726,4339498,4391685,4443257,4494144,4544296,4593670,4642203,4689879,4736685,4782611,4827642,4871775,4914977,4957238,4998528,5038818,5078124,5116421,5153719,5190006,5225301,"NAM","Africa",1,2458830,0.625,47,54117,177235,231353,7.4,21.2,"I","endemic",FALSE,FALSE,0.47625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,8.06298321982229,5.91431959643337,FALSE,NA,NA
"Nauru","NRU",11312,11260,11227,11222,11232,11261,11291,11326,11351,11381,11407,11429,11454,11473,11494,11507,11519,11527,11531,11532,11532,11527,11522,11518,11507,11491,11481,11461,11441,11415,11397,11363,11337,11307,11272,11244,11207,11176,11138,11100,11062,11024,10979,10942,10905,10861,10818,10787,10743,10703,10660,10623,10578,"NRU","Oceania",0,10222,0.663,100,1363,0,1363,14.3,7.5,NA,"free",FALSE,FALSE,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,5.19202023119845,3.8073428274059,FALSE,NA,NA
"Nepal","NPL",29624035,29942018,30260244,30578436,30894880,31207746,31514634,31813598,32103873,32385155,32656655,32917661,33167612,33406080,33632919,33848358,34052872,34246881,34430403,34603532,34767002,34921735,35068441,35207453,35338774,35462390,35578124,35685878,35785655,35877547,35961620,36037966,36106578,36167470,36220469,36265205,36301194,36328047,36345630,36353895,36352703,36341908,36321446,36291214,36251204,36201517,36142282,36073652,35995713,35908486,35811972,35706127,35590988,"NPL","Asia",1,28513700,0.458,19,707710,1622788,2330498,14.3,7.5,"II","asia",TRUE,TRUE,0.18995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,FALSE,NA,NA,NA,4.24346513667295,3.1108568161408,FALSE,2.37,NA
"Netherlands","NLD",17084459,17132908,17181248,17229539,17277608,17324898,17370682,17414354,17455642,17494467,17530600,17563860,17594086,17621144,17644902,17665116,17681583,17694135,17702746,17707499,17708529,17706050,17700286,17691337,17679383,17664805,17648060,17629558,17609532,17588146,17565590,17542008,17517575,17492481,17466923,17441030,17414949,17388808,17362724,17336844,17311379,17286562,17262566,17239474,17217309,17196140,17176000,17156907,17138837,17121740,17105458,17089783,17074532,"NLD","Europe",0,16936520,0.91,90,2357980,247638,2605618,6.5,6.5,NA,"free",FALSE,FALSE,0.91032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,45.5279407052039,33.3718391499715,FALSE,NA,NA
"New Zealand","NZL",4749598,4792409,4834420,4875597,4915867,4955332,4994118,5032308,5069935,5106966,5143276,5178697,5213103,5246463,5278812,5310141,5340456,5369785,5398105,5425446,5451869,5477418,5502172,5526157,5549377,5571878,5593698,5614865,5635424,5655378,5674724,5693427,5711484,5728914,5745753,5762018,5777777,5793036,5807850,5822223,5836243,5849983,5863519,5876867,5890032,5903078,5916000,5928830,5941566,5954196,5966689,5978998,5991081,"NZL","Oceania",0,4595700,0.908,86,528714,44080,572794,14.3,7.5,NA,"free",FALSE,FALSE,0.86322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,42.8492717300622,31.4099073064698,FALSE,92.5196842121995,NA
"Nicaragua","NIC",6284757,6351157,6416568,6480807,6543976,6606538,6669148,6732197,6795865,6859844,6923479,6985855,7046293,7104547,7160711,7214922,7267426,7318402,7367826,7415579,7461640,7505967,7548564,7589404,7628478,7665776,7701261,7734905,7766705,7796656,7824783,7851133,7875742,7898588,7919675,7938967,7956431,7972045,7985792,7997667,8007648,8015730,8021897,8026139,8028462,8028851,8027281,8023752,8018276,8010877,8001560,7990359,7977292,"NIC","Americas",1,6082032,0.589,59,476661,334277,810938,7.5,7.5,NA,"americas",TRUE,FALSE,0.59107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,5.54522821627607,4.06440022618547,FALSE,18.23015615469,59.771003785869
"Niger","NER",22311375,23176691,24074693,25006169,25971630,26971755,28007201,29078590,30186498,31331492,32514050,33734605,34993540,36291212,37627934,39004045,40419822,41875504,43371196,44906971,46482854,48098857,49754920,51450899,53186599,54961679,56775732,58628306,60518972,62447295,64412836,66415162,68453727,70527898,72636918,74779976,76956138,79164493,81404054,83673874,85972999,88300450,90655175,93036234,95442360,97871780,100322396,102792433,105280267,107784956,110306303,112844493,115399229,"NER","Africa",1,19899120,0.295,19,175826,2185354,2361179,7.4,21.2,"III","west africa",TRUE,TRUE,0.1901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,2.74912248049157,2.01667046789304,FALSE,NA,NA
"Nigeria","NGA",195875237,200962417,206152701,211446673,216844136,222348372,227963272,233691888,239535182,245493375,251567630,257758923,264067527,270493005,277033906,283687937,290452075,297323173,304298813,311376130,318550761,325817659,333172092,340610467,348129233,355723613,363388543,371119359,378911776,386762397,394668494,402627873,410637868,418695576,426796967,434936945,443109787,451310617,459535453,467781971,476049060,484336507,492643358,500966325,509301590,517646987,526000450,534359116,542719689,551077258,559425224,567755913,576062295,"NGA","Africa",1,182201962,0.459,48,4106076,12858534,16964610,7.4,21.2,"II","west africa",TRUE,FALSE,0.48597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,FALSE,NA,NA,NA,13.6321812929393,10.0001428186992,FALSE,NA,NA
"Niue","NIU",1624,1628,1632,1626,1634,1635,1637,1637,1641,1647,1659,1664,1674,1682,1688,1696,1701,1708,1716,1725,1732,1733,1738,1749,1755,1757,1762,1759,1768,1774,1776,1784,1786,1791,1793,1794,1799,1805,1811,1813,1817,1821,1824,1827,1829,1829,1832,1829,1835,1836,1832,1834,1835,"NIU","Oceania",0,1591,0.908,100,212,0,212,14.3,7.5,NA,"free",FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,3.58048738155928,2.62559511335851,FALSE,NA,NA
"Norway","NOR",5353363,5400916,5449693,5500070,5551483,5603589,5655754,5707475,5758737,5809670,5860145,5910023,5959215,6007624,6055253,6102057,6148017,6193139,6237411,6280847,6323523,6365533,6406959,6447819,6488138,6528044,6567683,6607166,6646556,6685809,6724825,6763435,6801515,6839039,6876025,6912479,6948402,6983785,7018630,7052943,7086731,7120041,7152892,7185294,7217249,7248808,7280020,7310918,7341494,7371773,7401748,7431422,7460802,"NOR","Europe",0,5195921,0.943,80,643279,156093,799372,6.5,6.5,NA,"free",FALSE,FALSE,0.80734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,68.1856663852864,49.979881708605,FALSE,NA,NA
"Oman","OMN",4829946,5001875,5149700,5270227,5364422,5439587,5506222,5572149,5640098,5708566,5776126,5839765,5897473,5949427,5997267,6042138,6085531,6128590,6171804,6215120,6258403,6301293,6343520,6385077,6426192,6467134,6508310,6549888,6591991,6634353,6676396,6717337,6756570,6793852,6829199,6862524,6893826,6923098,6950235,6975150,6997844,7018303,7036547,7052578,7066400,7078112,7087790,7095546,7101418,7105444,7107716,7108299,7107279,"OMN","Asia",1,4490541,0.705,78,464867,70213,535079,14.3,7.5,NA,"endemic",FALSE,FALSE,0.78088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,47.5676839022967,34.8652761523526,FALSE,NA,NA
"Pakistan","PAK",200813818,204596442,208362334,212106995,215824155,219509316,223158203,226767952,230335982,233862814,237352889,240812968,244248371,247659208,251045010,254409778,257758315,261093438,264415428,267721522,271007385,274266975,277494590,280687458,283842283,286951906,290007941,293003264,295934020,298797474,301589116,304304572,306940443,309494078,311964487,314352348,316659543,318887652,321036773,323106830,325099262,327015934,328858580,330628076,332325445,333952715,335512214,337005859,338434749,339799502,341100871,342339421,343515596,"PAK","Asia",1,188924874,0.504,39,9763134,8091005,17854139,14.3,7.5,"II","asia",TRUE,TRUE,0.39224,NA,NA,NA,NA,NA,NA,0.48,6212,0.810740571493027,2983,FALSE,TRUE,FALSE,TRUE,NA,NA,NA,6.50733832659487,4.77458468009509,TRUE,5.2,10
"Palau","PLW",21964,22206,22442,22682,22927,23164,23407,23635,23867,24105,24326,24548,24760,24964,25171,25362,25541,25715,25881,26033,26184,26329,26463,26588,26710,26832,26948,27057,27172,27274,27378,27481,27580,27679,27785,27877,27971,28064,28157,28252,28336,28419,28493,28567,28638,28699,28760,28812,28866,28907,28947,28977,28998,"PLW","Oceania",0,21291,0.782,87,2472,192,2664,14.3,7.5,NA,"free",FALSE,FALSE,0.87636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,11.644852298933,8.53924732507254,FALSE,NA,NA
"Panama","PAN",4162618,4226197,4289330,4351945,4413969,4475356,4536068,4596066,4655326,4713809,4771495,4828327,4884311,4939391,4993576,5046921,5099488,5151312,5202422,5252781,5302363,5351139,5399082,5446185,5492421,5537757,5582143,5625556,5667964,5709367,5749706,5788959,5827106,5864126,5900024,5934778,5968403,6000882,6032243,6062471,6091604,6119674,6146712,6172737,6197762,6221794,6244847,6266925,6288042,6308220,6327493,6345868,6363384,"PAN","Americas",0,3929141,0.768,67,348866,175020,523885,7.5,7.5,NA,"free",FALSE,FALSE,0.66895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,26.3222387054722,19.3000697276794,FALSE,NA,NA
"Papua New Guinea","PNG",8418346,8586525,8755675,8925773,9096762,9268587,9441133,9614314,9788048,9962263,10136870,10311781,10486891,10662123,10837373,11012492,11187339,11361744,11535624,11708872,11881449,12053279,12224302,12394461,12563656,12731778,12898700,13064330,13228568,13391391,13552789,13712784,13871403,14028583,14184268,14338377,14490822,14641522,14790424,14937471,15082612,15225768,15366891,15505900,15642761,15777429,15909891,16040116,16168080,16293701,16416896,16537541,16655556,"PNG","Oceania",0,7619321,0.466,13,132119,463526,595645,14.3,7.5,NA,"free",TRUE,FALSE,0.13039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,4.56528477055578,3.3477535630406,FALSE,NA,NA
"Paraguay","PRY",6896908,6981981,7066330,7149851,7232420,7313907,7394169,7473078,7550529,7626460,7700839,7773662,7844904,7914540,7982506,8048725,8113140,8175687,8236342,8295089,8351975,8407032,8460299,8511784,8561490,8609422,8655628,8700127,8742909,8783986,8823381,8861107,8897182,8931600,8964343,8995364,9024616,9052053,9077660,9101403,9123230,9143072,9160878,9176624,9190307,9201909,9211421,9218838,9224183,9227458,9228721,9228020,9225410,"PRY","Americas",0,6639123,0.665,60,528173,357043,885216,7.5,7.5,NA,"free",FALSE,FALSE,0.59924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,6.14556056948911,4.50606610056551,FALSE,49.265654880907,NA
"Peru","PER",32551815,32933835,33312178,33686305,34055259,34418978,34777489,35130736,35478605,35820719,36156552,36485406,36806784,37120393,37426213,37724375,38015181,38298817,38575218,38844196,39105721,39359708,39606088,39844804,40075762,40298715,40513389,40719548,40917112,41106042,41286254,41457689,41620307,41774076,41918996,42055176,42182745,42301832,42412496,42514783,42608764,42694504,42772079,42841575,42903107,42956799,43002791,43041221,43072199,43095848,43112307,43121706,43124186,"PER","Americas",1,31376670,0.725,79,3288652,894904,4183556,7.5,7.5,NA,"endemic",FALSE,FALSE,0.78924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,6.628350229788,4.85827943001003,FALSE,50.1601814303313,234.390173606107
"Philippines","PHL",106512074,108106310,109703396,111302796,112901564,114497013,116085686,117664680,119232531,120788481,122331201,123859508,125372282,126868426,128346900,129806787,131247272,132667616,134067093,135445110,136801341,138135607,139447689,140737306,142004084,143247749,144468021,145664722,146837400,147985973,149111006,150213333,151293435,152351461,153386774,154398066,155383587,156342005,157272746,158175930,159051709,159900519,160722645,161518044,162286423,163027559,163741190,164427119,165085305,165715854,166318925,166894720,167443451,"PHL","Asia",1,100699395,0.644,44,5957779,3917206,9874985,14.3,7.5,"I","asia",FALSE,FALSE,0.44289,NA,NA,NA,NA,NA,NA,0.98,NA,NA,NA,FALSE,TRUE,TRUE,TRUE,1,46125099,NA,3.2385200414051,2.37482819851145,TRUE,18.355,20
"Poland","POL",38104832,38028278,37942231,37846622,37741149,37626511,37503622,37373183,37235687,37091264,36939878,36781302,36615500,36442679,36263294,36077912,35887209,35691755,35491908,35287927,35080155,34868933,34654579,34437370,34217572,33995422,33771128,33544891,33316869,33087215,32856085,32623659,32390037,32155272,31919359,31682258,31443923,31204241,30963269,30720900,30476717,30230181,29980897,29728822,29474122,29216832,28957027,28694887,28430597,28164492,27897039,27628826,27360434,"POL","Europe",1,37999494,0.813,61,3539156,2306920,5846076,6.5,6.5,NA,"endemic",FALSE,FALSE,0.60531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,27.6926669363946,20.2964888095597,FALSE,22.6362706352372,NA
"Portugal","PRT",10291196,10254666,10218413,10182639,10148119,10114464,10081154,10047807,10014211,9980338,9946169,9911742,9877056,9842032,9806524,9770461,9733748,9696318,9658101,9619023,9578936,9537698,9495169,9451296,9406044,9359411,9311398,9262006,9211257,9159152,9105677,9050824,8994594,8937034,8878247,8818416,8757731,8696394,8634522,8572228,8509664,8446984,8384349,8321892,8259726,8198009,8136889,8076508,8016955,7958351,7900802,7844431,7789338,"PRT","Europe",0,10348648,0.809,63,1010474,581626,1592100,6.5,6.5,NA,"free",FALSE,FALSE,0.64017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,29.9106435607507,21.9244088325564,FALSE,NA,NA
"Qatar","QAT",2694849,2743901,2791807,2840398,2888936,2937159,2983958,3028568,3071417,3113299,3154139,3193723,3231911,3268801,3304486,3338809,3371523,3402497,3431674,3459217,3485543,3511208,3536617,3561931,3587092,3612015,3636565,3660625,3684196,3707320,3729927,3751934,3773285,3793934,3813886,3833102,3851608,3869369,3886394,3902657,3918166,3932922,3946928,3960179,3972684,3984465,3995538,4005931,4015646,4024679,4033045,4040717,4047701,"QAT","Asia",1,2235355,0.831,99,295794,1182,296976,14.3,7.5,NA,"endemic",FALSE,FALSE,0.99317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,12.2359363291141,8.96846901342011,FALSE,NA,NA
"Republic of Korea","KOR",51164435,51339238,51506975,51666655,51817230,51959108,52093053,52219340,52337651,52446826,52545244,52630834,52701817,52757653,52797740,52820366,52823536,52805846,52766651,52706283,52625667,52526273,52409408,52275571,52125133,51959235,51779192,51586184,51381157,51164855,50938159,50701864,50456832,50203896,49943942,49677931,49406883,49131721,48853082,48571682,48288513,48004663,47720971,47438117,47156310,46875421,46595034,46314891,46035236,45756436,45478440,45201162,44924624,"KOR","Asia",0,50617045,0.897,82,5566120,620360,6186480,14.3,7.5,NA,"free",FALSE,FALSE,0.82592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,26.3396904483312,19.3150694799407,FALSE,NA,NA
"Republic of Moldova","MDA",4041065,4029750,4017687,4004831,3990975,3976113,3960231,3943322,3925425,3906558,3886699,3865826,3843941,3821048,3797215,3772545,3747153,3721155,3694587,3667485,3639965,3612109,3583993,3555671,3527159,3498478,3469631,3440601,3411422,3382098,3352614,3322975,3293157,3263163,3232986,3202613,3171997,3141130,3110009,3078637,3046995,3015058,2982826,2950299,2917506,2884496,2851310,2817998,2784597,2751171,2717781,2684480,2651343,"MDA","Europe",1,3554150,0.649,45,246029,300763,546792,6.5,6.5,"III","asia",TRUE,FALSE,0.45089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,6.92394825485029,5.07376148319812,NA,NA,NA
"Romania","ROU",19580634,19483360,19388362,19295077,19202464,19110317,19018547,18926996,18835515,18743871,18651688,18558574,18464237,18368469,18271307,18172918,18073615,17973608,17872963,17771618,17669546,17566716,17463110,17358762,17253717,17148066,17041905,16935314,16828318,16720961,16613296,16505407,16397352,16289201,16180961,16072568,15963883,15854854,15745507,15635975,15526333,15416689,15307163,15197862,15088915,14980594,14873258,14767159,14662452,14559218,14457637,14357904,14260150,"ROU","Europe",1,19832389,0.781,55,1664822,1386315,3051137,6.5,6.5,NA,"endemic",FALSE,FALSE,0.54749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,7.47434252004078,5.47808954859662,FALSE,19.6933547982012,101.592703315532
"Russian Federation","RUS",143964709,143895551,143786842,143636809,143441868,143203543,142924318,142606884,142253253,141865848,141448648,141006283,140543418,140063004,139568954,139068117,138568415,138076421,137595314,137127167,136675777,136244744,135836501,135452781,135093229,134755179,134434475,134127418,133832896,133549865,133274604,133002701,132730511,132456243,132178832,131896341,131607009,131309575,131003447,130688619,130365288,130034067,129695944,129351438,129002056,128650889,128301879,127958458,127622399,127295139,126979361,126677912,126393174,"RUS","Asia",1,144096812,0.755,74,14219089,2619136,16838225,14.3,7.5,"II","endemic",FALSE,FALSE,0.74101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,15.5714815335537,11.4105392375764,FALSE,4.47401637211389,47.3640289851449
"Rwanda","RWA",12501156,12794412,13087173,13378967,13669913,13960532,14251666,14543965,14837434,15131882,15427633,15725021,16024252,16325334,16628034,16932098,17237133,17542746,17848704,18154671,18459997,18763878,19065658,19364953,19661478,19954727,20244161,20529380,20810047,21086028,21357305,21623956,21886077,22143519,22396185,22644199,22887719,23126854,23361603,23591861,23817492,24038318,24254197,24465018,24670728,24871256,25066552,25256531,25441158,25620276,25793687,25961089,26122284,"RWA","Africa",1,11609666,0.429,29,157776,1116866,1274642,7.4,21.2,"II","east africa",TRUE,TRUE,0.29775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,2.39644030851452,1.75782504999021,FALSE,NA,NA
"Saint Kitts and Nevis","KNA",55850,56345,56813,57269,57713,58124,58529,58917,59284,59643,59973,60296,60603,60883,61155,61410,61647,61868,62077,62261,62436,62597,62737,62867,62985,63081,63169,63239,63296,63336,63371,63382,63386,63369,63347,63305,63251,63191,63121,63039,62943,62851,62736,62613,62484,62348,62199,62050,61898,61737,61569,61391,61219,"KNA","Americas",0,55572,0.735,32,2375,5035,7410,7.5,7.5,NA,"free",FALSE,FALSE,0.32153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,35.4982553916528,26.0281358258472,FALSE,NA,NA
"Saint Lucia","LCA",179667,180454,181203,181909,182563,183188,183774,184321,184812,185271,185686,186047,186369,186631,186838,187005,187112,187162,187158,187104,186997,186840,186636,186381,186091,185757,185370,184952,184491,183995,183463,182888,182279,181639,180976,180272,179534,178766,177966,177134,176273,175384,174462,173524,172550,171552,170531,169482,168416,167326,166216,165085,163936,"LCA","Americas",0,184999,0.723,19,4564,20102,24667,7.5,7.5,NA,"free",FALSE,FALSE,0.1854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,29.7221989317665,21.792998624174,FALSE,NA,NA
"Saint Vincent and the Grenadines","VCT",110200,110488,110757,110986,111184,111348,111506,111643,111773,111877,111974,112049,112106,112163,112187,112208,112216,112219,112207,112190,112160,112099,112012,111884,111725,111530,111303,111053,110774,110474,110139,109784,109406,109012,108602,108164,107712,107240,106755,106251,105740,105204,104664,104111,103545,102971,102384,101783,101168,100548,99921,99266,98616,"VCT","Americas",0,109462,0.717,51,7378,7217,14595,7.5,7.5,NA,"free",FALSE,FALSE,0.50899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,6.10279095068019,4.4747064335077,FALSE,NA,NA
"Samoa","WSM",197695,198909,200117,201318,202508,203702,204864,206018,207133,208243,209403,210660,212095,213698,215459,217327,219221,221098,222937,224746,226512,228240,229926,231575,233170,234694,236152,237530,238830,240055,241210,242305,243371,244394,245383,246349,247298,248234,249160,250084,251017,251955,252885,253838,254796,255752,256727,257690,258657,259617,260558,261493,262390,"WSM","Oceania",0,193228,0.688,19,4920,10932,15852,14.3,7.5,NA,"free",FALSE,FALSE,0.18955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,5.50734037707528,4.0385691782413,FALSE,NA,NA
"San Marino","SMR",33557,33683,33809,33924,34037,34138,34238,34327,34410,34493,34568,34632,34688,34750,34800,34838,34870,34902,34927,34945,34959,34968,34965,34964,34952,34940,34919,34895,34862,34830,34791,34753,34704,34651,34596,34537,34474,34410,34351,34287,34220,34154,34088,34017,33953,33881,33815,33741,33670,33605,33536,33467,33396,"SMR","Europe",0,31781,0.944,94,4605,284,4889,6.5,6.5,NA,"free",FALSE,FALSE,0.94216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,46.3164703167611,33.9498289056022,FALSE,NA,NA
